ns,bytes
14815468,109066
16588191,109066
15211052,109066
17426695,109066
15306873,109066
16506410,109066
14867979,109066
15695079,109066
15229423,109066
23194748,109066
13822489,109066
13732982,109066
14168898,109066
13999091,109066
15412867,109066
13976506,109066
15024817,109066
13497532,109066
15878398,109066
15677414,109066
16882739,109066
15158902,109066
16195784,109066
15043865,109066
15444453,109066
13794914,109066
14792138,109066
16381813,109066
14267812,109066
13561114,109066
14290688,109066
16213814,109066
16029161,109066
13479761,109066
14316456,109066
13716367,109066
15107427,109066
14817203,109066
15129389,109066
17768011,109066
16290399,109066
19180210,109066
13745870,109066
14568487,109066
13807838,109066
15693225,109066
15172882,109066
13774953,109066
16961064,109066
15541827,109066
14163466,109066
15184885,109066
14185554,109066
14350777,109066
13640532,109066
13866895,109066
13399528,109066
13471447,109066
13014939,109066
15668414,109066
13166739,109066
13119705,109066
13418075,109066
13527100,109066
13982493,109066
14329155,109066
13043439,109066
15989728,109066
16142678,109066
14133816,109066
13023851,109066
13307381,109066
14010088,109066
20279579,109066
13050053,109066
13483277,109066
15116466,109066
12851851,109066
13485563,109066
15956188,109066
14671172,109066
13002219,109066
14559401,109066
15532278,109066
14131975,109066
15373706,109066
13298510,109066
14899009,109066
13062196,109066
13331875,109066
13261239,109066
16667278,109066
13390374,109066
15275289,109066
14598754,109066
15235223,109066
15258699,109066
12952807,109066
14471666,109066
13884434,109066
45052524,1114298
51146035,1114298
58116362,1114298
49901369,1114298
58263490,1114298
47857678,1114298
51468536,1114298
47847123,1114298
55459142,1114298
49391744,1114298
48862278,1114298
48417718,1114298
47353056,1114298
44256041,1114298
50654148,1114298
50857190,1114298
50509563,1114298
49146950,1114298
50296072,1114298
47924234,1114298
46519151,1114298
46555526,1114298
47654692,1114298
48770930,1114298
52603750,1114298
48151627,1114298
47711340,1114298
46480936,1114298
53279315,1114298
52349333,1114298
51709577,1114298
49204375,1114298
56745500,1114298
46100351,1114298
47762762,1114298
51073390,1114298
47014682,1114298
49325583,1114298
47426992,1114298
49446294,1114298
51261990,1114298
46928047,1114298
51284633,1114298
49104860,1114298
46312913,1114298
48901871,1114298
55861461,1114298
45977446,1114298
46789548,1114298
47448493,1114298
47903548,1114298
50456812,1114298
57420188,1114298
48370310,1114298
50875037,1114298
49320720,1114298
48816414,1114298
48001785,1114298
52884714,1114298
45099537,1114298
50989134,1114298
47078333,1114298
49611600,1114298
49348115,1114298
49052476,1114298
47508097,1114298
48340050,1114298
47091597,1114298
57452982,1114298
44714283,1114298
47810825,1114298
46493179,1114298
48059311,1114298
48327335,1114298
47829400,1114298
48049957,1114298
47858365,1114298
46173342,1114298
50038624,1114298
48367333,1114298
53872690,1114298
45759175,1114298
48484046,1114298
50070495,1114298
54120975,1114298
48381051,1114298
51671296,1114298
48359781,1114298
53500023,1114298
50656086,1114298
51671674,1114298
52733604,1114298
48873993,1114298
44812026,1114298
50160319,1114298
49933230,1114298
54430786,1114298
48604593,1114298
51988745,1114298
52420561,1114298
125742275,3254494
125247003,3254494
123680311,3254494
122101342,3254494
129722331,3254494
125162813,3254494
128676292,3254494
124501356,3254494
125175795,3254494
122892248,3254494
126330671,3254494
133650168,3254494
115371994,3254494
114922962,3254494
120218284,3254494
126759488,3254494
116452923,3254494
124136272,3254494
116844800,3254494
123905788,3254494
123832174,3254494
126016217,3254494
124519041,3254494
126999914,3254494
128888697,3254494
